작물명,지역,생산량,년도,단위
쪽파,전라남도,46982.0,2018,톤
쪽파,전라남도,27111.0,2019,톤
쪽파,전라남도,29745.0,2020,톤
쪽파,전라남도,34829.0,2021,톤
쪽파,전라남도,50628.0,2022,톤
참외,경상북도,159540.0,2013,톤
참외,경상북도,140121.0,2014,톤
참외,경상북도,141119.0,2015,톤
참외,경상북도,140502.0,2016,톤
참외,경상북도,155622.0,2017,톤
참외,경상북도,117702.0,2018,톤
참외,경상북도,137056.0,2019,톤
참외,경상북도,135608.0,2020,톤
참외,경상북도,187912.0,2021,톤
참외,경상북도,188301.0,2022,톤
콩,전라북도,11962.32267,2014,톤
콩,전라북도,9803.58253,2015,톤
콩,전라북도,5782.0,2016,톤
콩,전라북도,11016.0,2017,톤
콩,전라북도,16615.0,2018,톤
콩,전라북도,22625.15577,2019,톤
콩,전라북도,14025.99137,2020,톤
콩,전라북도,22954.0619,2021,톤
콩,전라북도,33242.6043,2022,톤
콩,전라북도,38465.1039,2023,톤
토마토,충청남도,61122.0,2013,톤
토마토,충청남도,109378.0,2014,톤
토마토,충청남도,92811.0,2015,톤
토마토,충청남도,73155.0,2016,톤
토마토,충청남도,55567.0,2017,톤
토마토,충청남도,44604.0,2018,톤
토마토,충청남도,56705.0,2019,톤
토마토,충청남도,54610.0,2020,톤
토마토,충청남도,76055.0,2021,톤
토마토,충청남도,76281.0,2022,톤
파,전라남도,159080.0,2014,톤
파,전라남도,163995.0,2015,톤
파,전라남도,142148.0,2016,톤
파,전라남도,164760.0,2017,톤
파,전라남도,163311.0,2018,톤
파,전라남도,163375.0,2019,톤
파,전라남도,148432.0,2020,톤
파,전라남도,194265.0,2021,톤
파,전라남도,181728.0,2022,톤
팥,전라남도,1906.0,2014,톤
팥,전라남도,2144.0,2015,톤
팥,전라남도,1044.0,2016,톤
팥,전라남도,1784.0,2017,톤
팥,전라남도,2130.0,2018,톤
팥,전라남도,2501.0,2019,톤
팥,전라남도,1577.0,2020,톤
팥,전라남도,1631.0,2021,톤
팥,전라남도,2128.0,2022,톤
풋고추,경상남도,90788.0,2014,톤
풋고추,경상남도,73849.0,2015,톤
풋고추,경상남도,80587.0,2016,톤
풋고추,경상남도,106894.0,2017,톤
풋고추,경상남도,122070.0,2018,톤
풋고추,경상남도,99630.0,2019,톤
풋고추,경상남도,108648.0,2020,톤
풋고추,경상남도,79306.0,2021,톤
풋고추,경상남도,75278.0,2022,톤
호박,전라남도,88342.0,2013,톤
호박,전라남도,86426.0,2014,톤
호박,전라남도,92811.0,2015,톤
호박,전라남도,69287.0,2016,톤
호박,전라남도,57379.0,2017,톤
호박,전라남도,60156.0,2018,톤
호박,전라남도,69122.0,2019,톤
호박,전라남도,74785.0,2020,톤
호박,전라남도,33804.0,2021,톤
호박,전라남도,45586.0,2022,톤
